Ticker,CompanyName,Notes,naics_orig,naics,Sector,Industry,@@@GLASSDOOR@@@,TotalReviews,OverallRating,Culture_Values,WorkLifeBalance,SeniorManagement,Compensation_Benefits,CareerOpportunities,Recommend,PositiveBusinessOutlook,TotalCEORatings,CEOApproval,TotalInterviews,PositiveInterviewExperience,NeutralInterviewExperience,NegativeInterviewExperience,InterviewDifficulty,TotalBenefitRatings,BenefitRating,@@@MINDSET_CODING@@@,xOTIOverall,OTI_Coded,OTI1_H,OTI2_H,OTI3_H,OTI4_H,OTI5_H,OTI6_H,OTI7_H,OTI8_H,rOTI2_H,Performance_H,Growth_H,TheBest_H,Motivated_H,Geniuses_H,WorkHard_H,Products_H,Clients_H,Competitors_H,Employees_H,Diversity_H,OTI1_S,OTI2_S,OTI3_S,OTI4_S,OTI5_S,OTI6_S,OTI7_S,OTI8_S,Performance_S,Growth_S,TheBest_S,Motivated_S,Geniuses_S,WorkHard_S,Products_S,Clients_S,Competitors_S,Employees_S,Diversity_S,rOTI5_H,rOTI7_H,rOTI2_S,rOTI5_S,rOTI7_S,xOTI_H,xOTI_S,diff_OTI_HvsS,VAR00001,xPerformance,xGrowth,xTheBest,xMotivated,xGeniuses,xWorkHard,xProducts,xClients,xCompetitors,xEmployees,xDiversity,xOTI_Dweck,@@@Compustat@@@,conm_2013,conm_2014,gvkey_2013,gvkey_2014,datadate_2013,datadate_2014,fyear_2013,fyear_2014,indfmt_2013,consol_2013,popsrc_2013,curcd_2013,fyr_2013,fyr_2014,emp_2013,emp_2014,gp_2013,gp_2014,sale_2013,sale_2014,ni_2013,ni_2014,revt_2013,revt_2014,at_2013,at_2014,dltt_2013,dltt_2014,ebit_2013,ebit_2014,seq_2013,seq_2014,teq_2013,teq_2014,xrd_2013,xrd_2014,costat_2013,costat_2014,spcsrc_2013,spcsrc_2014,DIV_str_C,DIV_str_E,DIV_str_H,DIV_con_A,DIV_con_C,DIV_con_D,DIV_str_num,DIV_con_num,CGOV_str_num,CGOV_con_num,CGOV_con_K,CGOV_con_L,CGOV_con_M,CGOV_str_G,CGOV_str_H,YEAR,CompanyAge,CompFounded,InsidersControl,InsidersPctg,DirectorsInside,DirectorsInsidePct,DirectorsOutside,DirectorsOver10YrsTenure,DirectorsOver10YrsTenurePct,DirectorsOver15YrsTenure,DirectorsOver15YrsTenurePct,DirectorsProblem,DirectorsProblemPct,DirectorsWomen,DirectorsWomenPct,DirectorsTotal,CEOCompensationYear,Tenure,CEOBaseSalary,CEOSharesHeld,CEOBonus,CEOTotAnnComp,CEOAllOtherCompensation,@@@@@@,ROE_2013,ROS_2013,xLogRev13,xLogRev14,xLogEmp13,xLogEmp14,xLogAt13,xLogAt14,xRisk13,xRisk14,xRD_intensity13,xRD_intensity14,xOTI_1SD,xEChange,@@@Process@@@,xOTI,xLEmp13,xLEmp14,xLRev13,xLAt13,CompAge,Overall,Culture,Reviews,ID,Exclude,filter_$,ZxOTIOverall,ZOverallRating
AVGO,Broadcom, ,334413,334413,31,semiconductors and other electronic components, ,1974,3.5,2.9,3.2,2.8,3.7,3,60,50,17,56,584,71,21,7,3,210,3.8, ,2.5, ,3,4,3,3,4,3,4,3,3,2,3,3,2,3,2,3,2,0,5,1,2,5,2,2,5,2,5,2,5,2,5,1,4,2,3,1,0,4,1,3,3,2,2,2,3,2,1, ,3.5,2.5,4,1.5,3.5,2,3,1.5,0,4.5,1,2.5, ,AVAGO TECHNOLOGIES LTD,AVAGO TECHNOLOGIES LTD,180711,180711,10/31/2013,10/31/2014,2013,2014,INDL,C,D,USD,10,10,4.8,8.4,1374,2529,2520,4269,552,263,2520,4269,3415,10491,1,5463,578,884,2886,3243,2886,3243,398,695,A,A, , ,0, ,0,0,0,0,0,0,0,0,0,0,0, , ,2013, ,2005,No,0,1,0.142857,5,0,0,0,0,0,0,1,0.142857,7,2012,7,716346, ,0,753040,36694, ,0.2002772,0.219047619,7.832014181,8.359134887,1.757857918,2.240709689,8.135932772,9.258273026,0.000292826,0.520732056,0.157936508,0.162801593,0,3.6, ,2.5,1.757857918,2.240709689,7.832014181,8.135932772, ,3.5,2.9,1974,327,0,1,-1.231998686,0.385678359
CHRW,C.H. Robinson Worldwide, ,488510,488510,48,transportation & logistics, ,919,3.2,3.2,2.9,3,3.2,3,58,54,452,86,425,55,24,19,2.8,119,3.8, ,2.4375, ,3,4,3,3,4,3,4,3,3,3,2,3,2,3,2,1,1,0,1,0,2,5,1,2,5,2,5,2,5,1,4,1,3,1,4,1,0,2,0,3,3,2,2,2,3,1.875,1.125, ,4,1.5,3.5,1.5,3,1.5,2.5,1,0,1.5,0,2.25, ,C H ROBINSON WORLDWIDE INC,C H ROBINSON WORLDWIDE INC,65609,65609,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,11.676,11.521,1892.739,2064.661,12752.076,13470.067,415.904,449.711,12752.076,13470.067,2802.818,3214.338,500,500,687.65,748.418,939.724,1047.015,939.724,1047.015, , ,A,A,A+,A+,0,0,0,1,0,1,0,2,0,0,0,0,0, , ,2013,108,1905,No,0.0094,1,0.1,9,4,0.4,1,0.1,0,0,3,0.3,10,2012,11,410000, ,0,2021156,21838, ,0.73175741,0.032614611,9.453449361,9.508225243,2.539710442,2.527407235,7.938380619,8.075376706,0.17839189,0.155553025, , ,0,-0.155, ,2.4375,2.539710442,2.527407235,9.453449361,7.938380619,108,3.2,3.2,919,237,0,1,-1.27420638,-0.381434306
CA,CA,**Listed as CA Technologies**,511210,511210,51,computer software, ,2165,3.3,3.2,3.7,2.8,3.8,3,59,38,887,74,383,65,18,16,3,234,4, ,5.5,1,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,1,3,0,4,0,6,1,6,6,1,6,1,6,2,4,2,4,1,4,1,3,0,2,0,5,5,6,6,6,5,6,1, ,1.5,4,1.5,4,1,4,1,3,0,3,0,5.5, ,CA INC,CA INC,3310,3310,3/31/2014,3/31/2015,2013,2014,INDL,C,D,USD,3,3,12.7,11.6,3859,3636,4515,4262,914,846,4515,4262,12016,10979,1252,1253,1301,1225,5570,5625,5570,5625,587,603,A,A,B,B,0,0,0,0,0,0,0,0,0,1,0,0,1, , ,2013,37,1976,No,0,1,0.090909,10,1,0.090909,0,0,0,0,2,0.181818,11,2013,3,1000000, ,0,2285245,265245, ,0.233572711,0.202436323,8.415160466,8.357493813,2.617395833,2.533696814,9.393994374,9.303739636,0.104194407,0.11412697,0.130011074,0.141482872, ,-1.1, ,5.5,2.617395833,2.533696814,8.415160466,9.393994374,37,3.3,3.2,2165,499,0,1,0.79397064,-0.125730084
CVC,Cablevision Systems, ,515210,515210,51,telecommunications, ,814,3.1,2.9,2.9,2.5,3.8,2.8,51,23,38,38,202,60,26,13,2.7,158,4.3, ,4.5, ,4,3,4,4,3,4,3,4,4,2,3,2,3,2,3,3,2,0,4,0,5,2,5,5,2,5,2,5,4,3,3,4,2,3,1,3,0,4,0,4,4,5,5,5,4,5,1, ,3,3,2.5,3.5,2,3,2,2.5,0,4,0,4.5, ,CABLEVISION SYS CORP  -CL A,CABLEVISION SYS CORP  -CL A,12485,12485,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,15.369,14.968,3152.926,3324.138,6232.152,6460.946,465.661,311.439,6232.152,6460.946,6591.076,6765.171,9419.783,9134.654,758.871,924.163,-5284.33,-5041.469,-5283.544,-5040.69, , ,A,A,B,B,1,0,0,0,0,0,1,0,0,0,0,0,0,0, ,2013,16,1997,Yes,0.7258,7,0.411765,7,6,0.352941,4,0.235294,1,0.058824,4,0.235294,17,2012,18,1750000, ,0,6070215,592715, ,-0.143629163,0.074719134,8.737476977,8.773531026,2.795389302,2.77058672,8.793471892,8.819542817,1.429172263,1.350247318, , , ,-0.401, ,4.5,2.795389302,2.77058672,8.737476977,8.793471892,16,3.1,2.9,814,382,0,1,0.118647531,-0.637138528
CZR,Caesars Entertainment, ,721120,721120,72,"hotels, casinos, resorts", ,1025,3.2,3,2.8,2.7,3.2,3.3,58,41,292,64,282,63,18,17,2.8,167,3.5, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,1,0,0,1,1,6,1,6,6,1,6,1,6,4,3,0,2,0,2,0,1,0,2,1,6,6,6,6,6,6,6,0, ,2,4,0,3.5,0,3.5,0.5,0.5,0,1.5,1,6, ,CAESARS ENTERTAINMENT CORP,CAESARS ENTERTAINMENT CORP,20423,20423,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,68,68,4315.4,4254,8559.7,8516,-2948.2,-2783,8559.7,8516,24688.9,23535,20918.4,7434,972.2,778,-3122,-4997,-1903.8,-4742,0,0,A,A,D,D,0, ,0,0,1,0,0,1,0,0,0,0,0,0, ,2013,0, ,No,0.01,1,0.083333,4,0,0,0,0,1,0.083333,0,0,12, , , , , , , , ,-0.510662885,-0.344427959,9.054820422,9.049702026,4.234106505,4.234106505,10.11410903,10.06624395,0.847279547,0.315869981,0,0,1,0, ,6,4.234106505,4.234106505,9.054820422,10.11410903,0,3.2,3,1025,300,0,1,1.131632194,-0.381434306
CPN,Calpine, ,22111,22111,22,energy, ,145,2.6,2.4,2.5,2.2,3.4,2.2,34,26,46,43,29,67,17,14,2.8,29,4, ,3.5, ,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,1,0,0,0,0,2,5,2,2,5,2,5,2,5,1,3,4,3,3,2,1,0,0,0,5,5,2,2,2,5,2,3,1,3,2.5,2,4,2,3.5,1.5,0.5,0,0,0,3.5, ,CALPINE CORP,CALPINE CORP,63605,63605,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,2.157,2.052,1670,2169,6301,8030,14,946,6301,8030,16559,18378,10908,11083,844,1334,3514,3378,3568,3431, , ,A,A,D,D,0, ,0,0,0,1,0,1,0,0,0,0,0, , ,2013,29,1984,No,0.147,1,0.111111,7,0,0,0,0,1,0.111111,1,0.111111,9,2012,5,1180499, ,0,2961224,19253, ,0.236547085,0.00222187,8.74846363,8.990939807,1.14962221,1.115797113,9.71468504,9.818909576,0.658735431,0.603058004, , , ,-0.105, ,3.5,1.14962221,1.115797113,8.74846363,9.71468504,29,2.6,2.4,145,459,0,1,-0.556675577,-1.915659636
CAM,Cameron International, ,333132,333132,31,"oil and gas equipment, services", ,654,3.3,3.4,3.3,2.7,3.3,2.9,63,25,90,74,202,70,22,7,2.8,84,4, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,0,0,0,5,0,6,1,6,6,1,6,1,6,2,4,1,4,0,4,0,0,0,3,0,6,6,6,6,6,6,6,0, ,1,4.5,0.5,4.5,0,4.5,0,0,0,4,0,6, ,CAMERON INTERNATIONAL CORP,CAMERON INTERNATIONAL CORP,60894,60894,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,29,28,2753.7,2865,9838.4,10381,699.2,811,9838.4,10381,14248.5,12892,2562.8,2819,1145.4,1282,5851.9,4555,6915.4,5444,83.1,128,A,A,B+,B+,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2013,18,1995,No,0.027,1,0.090909,9,5,0.454545,4,0.363636,1,0.090909,0,0,11,2012,5,1110125, ,0,3086784,213231, ,0.165630332,0.071068466,9.194048375,9.247732491,3.401197382,3.36729583,9.564406917,9.464362243,0.179864547,0.218662737,0.008446495,0.012330219,1,-1, ,6,3.401197382,3.36729583,9.194048375,9.564406917,18,3.3,3.4,654,310,0,1,1.131632194,-0.125730084
CPB,Campbell Soup, ,311422,311422,31,food consumer products, ,355,3.6,3.6,3.6,3.1,4,3.4,75,51,168,81,94,69,20,10,3,37,3.9, ,5.875,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,1,3,0,4,2,5,2,6,6,1,6,1,6,5,3,2,4,0,4,2,1,0,4,3,6,6,5,6,6,6,5.75,0.25, ,2.5,4,1,4.5,0,4.5,1.5,2,0,4,2.5,5.75, ,CAMPBELL SOUP CO,CAMPBELL SOUP CO,2663,2663,7/31/2013,7/31/2014,2013,2014,INDL,C,D,USD,7,7,20,19.4,3385,3226,8052,8268,458,818,8052,8268,8323,8113,2544,2244,1237,1292,1217,1615,1210,1603,128,121,A,A,B+,B+,1,1,1,0,0,0,3,0,0,0,0,0,0, , ,2013,140,1869,No,0.421,1,0.066667,10,8,0.533333,4,0.266667,1,0.066667,5,0.333333,15,2012,1,950000, ,0,2318138,171138, ,1.02231405,0.056880278,8.993675787,9.020147921,3.044522438,3.015534901,9.026778046,9.001222992,0.305659017,0.276593122,0.015896672,0.014634736,1,-0.6, ,5.875,3.044522438,3.015534901,8.993675787,9.026778046,140,3.6,3.6,355,338,0,1,1.047216806,0.641382581
COF,Capitol One Financial, ,522210,522210,52,commercial banks, ,4606,3.8,4,3.9,3.3,3.9,3.5,78,67,2464,93,2883,64,21,14,3.1,865,4.3, ,3.625, ,5,2,5,5,2,5,2,5,5,1,4,2,3,2,3,0,3,0,5,0,3,4,2,2,5,2,5,2,3,2,4,3,3,2,1,0,0,4,1,5,5,3,2,2,5,2.25,2.75,1,2,3,3,3,2.5,2.5,0.5,1.5,0,4.5,0.5,3.75, ,CAPITAL ONE FINANCIAL CORP,CAPITAL ONE FINANCIAL CORP,30990,30990,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,41.951,46,8403,8312,24176,23869,4159,4428,24176,23869,297048,308854,18153,27226,7161,7124,41744,45053,41744,45053, , ,A,A,B+,B+,0,1,1,0,0,0,2,0,0,0,0,0,0, , ,2013,25,1988,No,0.0211,1,0.090909,10,5,0.454545,3,0.272727,0,0,2,0.181818,11,2012,19,0, ,2187500,2276764,89264, ,0.171545611,0.172030113,10.09311568,10.08033582,3.760059931,3.850147602,12.60164902,12.64062395,0.061111336,0.088151683, , , ,4.049, ,3.625,3.760059931,3.850147602,10.09311568,12.60164902,25,3.8,4,4606,127,0,1,-0.472260189,1.152791025
CAH,Cardinal Health, ,424210,424210,42,wholesalers: health care, ,1339,3.4,3.5,3.3,3.1,3.3,3.2,68,57,639,92,330,67,16,16,2.7,192,3.8, ,2.5, ,2,5,2,2,5,2,5,2,2,4,1,4,1,4,1,0,3,1,4,2,3,4,3,3,4,3,4,3,5,3,5,2,4,2,3,1,0,4,2,2,2,3,3,3,2,3,1, ,4.5,2,4.5,1.5,4,1.5,1.5,2,0.5,4,2,2.5, ,CARDINAL HEALTH INC,CARDINAL HEALTH INC,2751,2751,6/30/2013,6/30/2014,2013,2014,INDL,C,D,USD,6,6,33.6,34,5184,5427,101093,91084,334,1166,101093,91084,25819,26033,3686,3171,1929,1946,5975,6401,5975,6401, , ,A,A,B,B,0,1,1,0,0,0,2,0,0,0,0,0,0,0, ,2013,26,1983,No,0.014,1,0.083333,11,3,0.25,1,0.083333,0,0,3,0.25,12,2012,4,1277101, ,0,3209999,123246, ,0.322845188,0.003303888,11.52379616,11.41953744,3.543853682,3.555348061,10.15886593,10.16712024,0.142763081,0.121806937, , ,0,0.4, ,2.5,3.543853682,3.555348061,11.52379616,10.15886593,26,3.4,3.5,1339,19,0,1,-1.231998686,0.129974138
KMX,CarMax, ,441120,441120,44,"automotive retailing, services", ,1945,3.5,3.9,3.1,3.2,3.3,3.5,71,60,151,87,823,57,21,21,3,252,3.7, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,2,3,0,4,1,6,1,6,6,1,6,1,6,3,5,1,4,0,5,3,1,0,4,2,6,6,6,6,6,6,6,0, ,1.5,5,0.5,4.5,0,5,2.5,2,0,4,1.5,6, ,CARMAX INC,CARMAX INC,64410,64410,2/28/2014,2/28/2015,2013,2014,INDL,C,D,USD,2,2,20.171,22.064,2075.268,2360.521,13122.366,14873.61,492.586,597.358,13122.366,14873.61,11707.157,13198.201,7340.431,8818.75,829.653,976.196,3316.997,3156.785,3316.997,3156.785,0,0,A,A,B+,B+,0,0,1,0,0,0,1,0,0,0,0,0,0, , ,2013,20,1993,No,0.0194,1,0.090909,10,5,0.454545,0,0,2,0.181818,2,0.181818,11,2013,7,1086154, ,0,2572382,283140, ,0.250121722,0.037537895,9.482073382,9.607343781,3.052632321,3.13827296,9.367955643,9.487835811,0.627003721,0.668178186,0,0,1,1.893, ,6,3.052632321,3.13827296,9.482073382,9.367955643,20,3.5,3.9,1945,259,0,1,1.131632194,0.385678359
CASY,Casey's General Stores, ,447110,447110,44,specialty retailers: other, ,328,2.9,2.9,2.5,2.5,2.7,2.8,55,38,33,69,69,58,20,20,1.7,44,3.1, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,2,3,1,4,0,5,2,5,5,2,5,2,5,4,3,3,2,2,2,4,1,0,3,0,6,6,5,5,5,6,5,1, ,2,4,1.5,3.5,1,3.5,3,2,0.5,3.5,0,5.5, ,CASEYS GENERAL STORES INC,CASEYS GENERAL STORES INC,2807,2807,4/30/2014,4/30/2015,2013,2014,INDL,C,D,USD,4,4,29.749,31.766,1222.016,1439.785,7194.255,7052.216,126.82,180.628,7194.255,7052.216,2304.876,2469.965,853.642,838.245,233.559,323.25,703.264,875.229,703.264,875.229,0,0,A,A,A+,A+,0, ,0,0,0,1,0,1,0,0,0,0,0, , ,2013,46,1967,No,0.012,1,0.125,6,1,0.125,1,0.125,0,0,1,0.125,8,2013,7,880000, ,0,916846,36846, ,0.332107146,0.017627955,8.88103807,8.861097173,3.425857473,3.489391392,7.742782158,7.811959259,0.370363525,0.339375254,0,0, ,2.017, ,5.5,3.425857473,3.489391392,8.88103807,7.742782158,46,2.9,2.9,328,392,0,1,0.79397064,-1.148546971
CAT,Caterpillar, ,333120,333120,31,construction and farm machinery, ,2638,3.2,3.1,3.4,2.5,3.6,2.9,50,16,95,56,629,71,22,6,3,327,3.9, ,1,0,1,6,1,1,6,1,6,1,1,5,0,5,0,5,0,5,5,2,4,0,1,6,1,1,6,1,6,1,5,1,5,0,5,0,1,0,0,2,0,1,1,1,1,1,1,1,0, ,5,0.5,5,0,5,0,3,2.5,1,3,0,1, ,CATERPILLAR INC,CATERPILLAR INC,2817,2817,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,118.501,114.233,18010,18577,55656,55184,3789,3695,55656,55184,84896,84681,26719,27784,7336,7585,20811,16746,20878,16826,2046,2135,A,A,A,A,0,1,1,0,0,0,2,0,0,1,0,0,1, , ,2013,88,1925,No,0,1,0.066667,14,7,0.466667,3,0.2,2,0.133333,1,0.066667,15,2012,3,1562508, ,0,6958076,345580, ,0.351374653,0.068078913,10.92694517,10.91842834,4.78332474,4.746956166,11.34918226,11.34664653,0.314726253,0.328101935,0.036761535,0.03868875,0,-4.268, ,1,4.78332474,4.746956166,10.92694517,11.34918226,88,3.2,3.1,2638,42,0,1,-2.244983349,-0.381434306
CBG,CBRE Group, ,531,531,53,real estate, ,1953,3.7,3.6,3.4,3.3,3.3,3.5,74,66,640,92,528,67,17,14,2.7,232,3.4, ,4.625, ,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,1,3,0,1,0,5,2,4,4,3,4,3,4,4,3,3,2,2,3,4,1,0,2,0,5,5,5,4,4,5,4.25,0.75, ,2.5,3.5,2,3,1.5,3.5,2.5,2,0,1.5,0,4.75, ,CBRE GROUP INC,CBRE GROUP INC,260774,260774,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,44,52,921.307,999.696,7184.794,9049.918,316.538,484.503,7184.794,9049.918,6998.414,7647.105,1866.89,1852.416,730.917,734.595,1895.785,2259.83,1936.006,2301.398, , ,A,A,B,B,0,1,0,0,0,1,1,1,1,0,0,0,0,1, ,2013,7,2006,No,0.159,1,0.090909,8,5,0.454545,0,0,4,0.363636,2,0.181818,11,2012,7,957923, ,1950000,2907923,0, ,0.377538603,0.044056656,8.879722127,9.110510976,3.80666249,3.970291914,8.853438831,8.942082424,0.266759011,0.242237553, , , ,8, ,4.625,3.80666249,3.970291914,8.879722127,8.853438831,7,3.7,3.6,1953,387,0,1,0.20306292,0.897086803
CBS,CBS, ,515120,515120,51,entertainment, ,362,3.3,2.9,3.1,2.7,3.1,3,65,50,139,64,93,54,34,10,2.7,73,3.9, ,3.5, ,4,3,4,4,3,4,3,4,4,2,3,2,3,2,3,0,0,0,5,1,3,4,3,3,4,3,4,3,5,2,4,3,4,3,1,2,0,4,3,4,4,3,3,3,4,3,1, ,3.5,2.5,3,3,3,3,0.5,1,0,4.5,2,3.5, ,CBS CORP,CBS CORP,13714,13714,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,24.7,22.94,6471,5717,15284,13806,1879,2959,15284,13806,26387,24072,5940,6510,3279,2974,9966,6970,9966,6970, , ,A,A,B,B,0,1,0,0,0,0,1,0,0,0,0,0,0,0, ,2013,85,1928,Yes,0.8208,2,0.153846,8,3,0.230769,1,0.076923,3,0.230769,2,0.153846,13,2012,7,3513461, ,27500000,32423695,1410234, ,0.329018663,0.122939021,9.634561809,9.532858559,3.246490992,3.1755507,10.18062674,10.08880462,0.22511085,0.270438684, , , ,-1.76, ,3.5,3.246490992,3.1755507,9.634561809,10.18062674,85,3.3,2.9,362,186,0,1,-0.556675577,-0.125730084
CCMO,CC Media Holdings,changed name to iHeartMedia: IHRT (9.16.14), ,515112,51,entertainment, ,494,3.1,3,3.2,2.7,2.5,2.6,49,32,214,63,106,59,17,23,2.3,106,2.3, ,4.5, ,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,5,1,0,0,0,4,3,4,4,3,4,3,4,3,4,1,2,0,1,5,3,0,0,0,5,5,4,4,4,5,4,1, ,2,4,1,3,0.5,2.5,5,2,0,0,0,4.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.5, , , , , ,3.1,3,494,407,3,0,0.118647531,-0.637138528
CDW,CDW, ,423430,423430,42,information technology services, ,1478,3.9,4.1,3.7,3.6,3.4,3.7,81,71,796,92,478,71,19,9,2.7,178,4, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,0,3,0,4,0,6,1,6,6,1,6,1,6,4,2,1,5,0,4,0,2,0,4,0,6,6,6,6,6,6,6,0, ,2,3.5,0.5,5,0,4.5,0,2.5,0,4,0,6, ,CDW CORP,CDW CORP,28320,28320,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,6.967,7.211,1968.5,2129.2,10768.6,12074.5,132.8,244.9,10768.6,12074.5,5924.6,6099.9,3205.8,3174.6,573.2,673.5,711.7,936.5,711.7,936.5,0,0,A,A,A-,A-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.805395532,0.012332151,9.284389771,9.39885107,2.07530801,2.105474719,8.686868453,8.716027657,0.541099821,0.520434761,0,0,1,0.244, ,6,2.07530801,2.105474719,9.284389771,8.686868453, ,3.9,4.1,1478,267,0,1,1.131632194,1.408495246
CE,Celanese, ,325199,325199,31,chemicals, ,168,3.4,3.1,3.3,3,3.6,2.8,65,55,62,80,54,48,36,14,2.7,22,3.9, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,4,5,0,2,0,5,2,5,5,2,5,2,5,3,4,2,5,2,4,3,2,0,1,0,6,6,5,5,5,6,5,1, ,1.5,4.5,1,5,1,4.5,3.5,3.5,0,1.5,0,5.5, ,CELANESE CORP,CELANESE CORP,162254,162254,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,7.43,7.468,1651,1894,6510,6802,1101,624,6510,6802,9018,8818,2887,2608,941,757,2699,2818,2699,3078,85,86,A,A,A-,A-,0, ,0,0,0,0,0,0,0,0,0,0,0, , ,2013,5,2004,No,0.01,1,0.1,9,0,0,0,0,0,0,1,0.1,10,2012,1,750000, ,0,867446,117446, ,0.348647647,0.169124424,8.781094735,8.824971966,2.131796772,2.136294353,9.106977859,9.084550366,0.320137503,0.295758675,0.013056836,0.01264334, ,0.038, ,5.5,2.131796772,2.136294353,8.781094735,9.106977859,5,3.4,3.1,168,396,0,1,0.79397064,0.129974138
CELG,Celegene, ,325412,325412,31,pharmaceuticals, ,255,3.5,3.2,3.3,2.9,4.1,3.1,76,63,38,92,64,59,18,22,2.8,19,3.9, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,5,4,0,0,0,5,2,5,5,2,5,2,5,2,4,1,4,0,4,5,2,0,1,0,6,6,5,5,5,6,5,1, ,1,4.5,0.5,4.5,0,4.5,5,3,0,0.5,0,5.5, ,CELGENE CORP,CELGENE CORP,13599,13599,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,5.1,6.012,6257.7,7394.4,6493.9,7670.4,1449.9,1999.9,6493.9,7670.4,13378.2,17340.1,4196.5,6265.7,1980,2721.9,5589.9,6524.8,5589.9,6524.8,2226.2,2430.6,A,A,B,B,0,0,0,0,0,1,0,1,0,0,0,0,0, , ,2013,33,1980,No,0.01,1,0.111111,8,3,0.333333,0,0,1,0.111111,2,0.222222,9,2012,3,1158333, ,0,4581321,193685, ,0.354210272,0.22327107,8.778618554,8.945124044,1.808288771,1.947622967,9.501381795,9.760777017,0.31368196,0.36134163,0.342814025,0.316880476, ,0.912, ,5.5,1.808288771,1.947622967,8.778618554,9.501381795,33,3.5,3.2,255,456,0,1,0.79397064,0.385678359
CNC,Centene, ,524114,524114,52,health care: insurance and managed care, ,681,2.9,2.7,2.6,2.4,3.5,3.1,49,48,341,65,217,55,23,21,2.7,126,3.8, ,3, ,3,4,3,3,4,3,4,3,3,3,2,3,2,3,2,3,0,0,0,0,3,4,3,3,4,3,4,3,5,2,0,0,0,0,4,0,0,0,0,3,3,3,3,3,3,3,0, ,4,2,1.5,1,1.5,1,3.5,0,0,0,0,3, ,CENTENE CORP,CENTENE CORP,145552,145552,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,8.8,13.4,1267.277,1859,10863.329,16560,165.099,271,10863.329,16560,3529.3,5838,665.697,888,277.417,464,1234.041,1744,1243.439,1743, , ,A,A,B+,B+,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,2013,25,1984,No,0.053,1,0.111111,8,3,0.333333,2,0.222222,0,0,1,0.111111,9,2012,17,1200000, ,0,1616744,416744, ,0.223104632,0.015197827,9.293148084,9.714745428,2.282382386,2.667228207,8.16885483,8.672143551,0.188620123,0.152106886, , , ,4.6, ,3,2.282382386,2.667228207,9.293148084,8.16885483,25,2.9,2.7,681,303,0,1,-0.894337132,-1.148546971
CNP,CenterPoint Energy, ,22111,22111,22,utilities: gas and electric, ,214,3.9,3.9,3.9,3.4,3.9,3.5,87,78,58,97,55,70,20,10,2.4,33,4.2, ,5,1,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,5,3,0,4,0,5,2,5,5,2,5,2,5,4,2,1,4,0,4,5,2,0,1,0,5,5,5,5,5,5,5,0, ,2.5,3,1,4,0.5,4,5,2.5,0,2.5,0,5, ,CENTERPOINT ENERGY INC,CENTERPOINT ENERGY INC,5742,5742,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,8.591,8.54,1964,1948,8106,9226,311,611,8106,9226,21870,23200,7817,8009,1010,935,4329,4548,4329,4548, , ,A,A,B,B,0,1,1,0,0,0,2,0,0,0,0,0,0, , ,2013,131,1882,No,0,2,0.285714,5,2,0.285714,1,0.142857,0,0,2,0.285714,7,2012,11,1130000, ,0,2728432,513632, ,0.233310233,0.038366642,9.000359807,9.129780864,2.260825159,2.255493485,9.992871114,10.05190756,0.35743027,0.345215517, , , ,-0.051, ,5,2.260825159,2.255493485,9.000359807,9.992871114,131,3.9,3.9,214,344,0,1,0.456309086,1.408495246
